report_date,segment,region,fact_progn,tranth_tst,dollar,dol_rab_ter,dol_sn_nal,rab_dney,atm,cards,compl
31.01.2014,S_2,RG_9,fact,188.8848443,35.25,0.948929778,0.323693571,17,589.5,NULL,0.999379134
31.01.2014,S_3,RG_1,fact,113.0187623,35.25,0.919774,0.371816821,17,926.9999999,NULL,0.999684103
31.01.2014,S_3,RG_10,fact,22.32548916,35.25,0.936046512,0.480117026,17,249,NULL,0.999687152
31.01.2014,S_3,RG_11,fact,12.59677419,35.25,NULL,NULL,17,31.5,NULL,NULL
31.01.2014,S_3,RG_12,fact,74.15578285,35.25,0.911939706,0.456970146,17,591,NULL,0.999682634
31.01.2014,S_3,RG_13,fact,6.451612903,35.25,0.839506173,0.444996571,17,252,NULL,0.999669059
31.01.2014,S_3,RG_14,fact,118.2136041,35.25,0.919774,0.371816821,17,94.49999999,NULL,0.999684103
31.01.2014,S_3,RG_15,fact,13.29912023,35.25,0.933649289,0.378240992,17,138,NULL,0.999686703
31.01.2014,S_3,RG_16,fact,48.20368256,35.25,0.920566908,0.414553599,17,600,NULL,0.999684251
31.01.2014,S_3,RG_17,fact,30.57123656,35.25,0.915641909,0.512482884,17,393,NULL,0.999683328
31.01.2014,S_3,RG_18,fact,11.9079465,35.25,0.866964286,0.461891575,17,352.5,NULL,0.999674205
31.01.2014,S_3,RG_19,fact,39.49970131,35.25,0.894022568,0.407277757,17,1935,NULL,0.999679276
31.01.2014,S_3,RG_2,fact,102.0431211,35.25,0.910051737,0.394685082,17,1210.5,NULL,0.999682281
31.01.2014,S_3,RG_20,fact,74.32167014,35.25,0.953730857,0.415400015,17,447,NULL,0.999690467
31.01.2014,S_3,RG_21,fact,28.57503807,35.25,0.837316885,0.395067968,17,3483,NULL,0.999668649
31.01.2014,S_3,RG_22,fact,24.10967742,35.25,0.930181818,0.407850924,17,156,NULL,0.999686053
31.01.2014,S_3,RG_23,fact,54.37085727,35.25,0.901718213,0.454448936,17,604.5,NULL,0.999680719
31.01.2014,S_3,RG_25,fact,62.28129032,35.25,0.929506934,0.473155615,17,477,NULL,0.999685927
31.01.2014,S_3,RG_26,fact,121.2870968,35.25,0.942889777,0.397124112,17,1246.5,NULL,0.999688435
31.01.2014,S_3,RG_27,fact,9.112903226,35.25,NULL,NULL,17,10.5,NULL,NULL
31.01.2014,S_3,RG_28,fact,10.1827957,35.25,0.960732984,0.419107171,17,95.99999999,NULL,0.999691779
31.01.2014,S_3,RG_29,fact,31.66101925,35.25,0.943077803,0.385890802,17,625.5,NULL,0.99968847
31.01.2014,S_3,RG_3,fact,215.3750938,35.25,0.875611746,0.331336273,17,487.5,NULL,0.999675826
31.01.2014,S_3,RG_30,fact,52.31973435,35.25,0.904648956,0.471175898,17,504,NULL,0.999681268
31.01.2014,S_3,RG_31,fact,7.903225806,35.25,0.661538462,0.510906219,17,136.5,NULL,0.999635704
31.01.2014,S_3,RG_32,fact,7.069892473,35.25,0.908995816,0.439555778,17,199.5,NULL,0.999682083
31.01.2014,S_3,RG_33,fact,229.0843761,35.25,0.768780689,0.369217804,17,3244.5,NULL,0.999655804
31.01.2014,S_3,RG_34,fact,96.96519525,35.25,0.917391304,0.467891651,17,349.5,NULL,0.999683656
31.01.2014,S_3,RG_35,fact,76.16039427,35.25,0.918623482,0.408289097,17,1210.5,NULL,0.999683887
31.01.2014,S_3,RG_36,fact,193.5655376,35.25,0.919774,0.371816821,17,6621,NULL,0.999684103
31.01.2014,S_3,RG_37,fact,14.51612903,35.25,0.97721519,0.418469099,17,117,NULL,0.999694868
31.01.2014,S_3,RG_38,fact,43.3765121,35.25,0.940376404,0.386496113,17,782.9999999,NULL,0.999687964
31.01.2014,S_3,RG_39,fact,70.13471292,35.25,0.93254078,0.405165307,17,1846.5,NULL,0.999686495
31.01.2014,S_3,RG_4,fact,62.21592092,35.25,0.926078029,0.459963198,17,603,NULL,0.999685284
31.01.2014,S_3,RG_40,fact,9.388045541,35.25,0.955510617,0.316751486,17,94.49999999,NULL,0.9996908
31.01.2014,S_3,RG_41,fact,32.42801306,35.25,0.936691113,0.456423163,17,755.9999999,NULL,0.999687273
31.01.2014,S_3,RG_42,fact,34.46078431,35.25,0.954431569,0.369553891,17,747,NULL,0.999690598
31.01.2014,S_3,RG_43,fact,64.22292075,35.25,0.935465811,0.42003295,17,1740,NULL,0.999687044
31.01.2014,S_3,RG_44,fact,13.34428515,35.25,0.889838557,0.419710125,17,469.5,NULL,0.999678492
31.01.2014,S_3,RG_45,fact,50.47066927,35.25,0.845503553,0.478604814,17,706.5,NULL,0.999670183
31.01.2014,S_3,RG_46,fact,60.07897664,35.25,0.882510013,0.447918674,17,573,NULL,0.999677119
31.01.2014,S_3,RG_47,fact,35.58659053,35.25,0.944021613,0.351025904,17,1365,NULL,0.999688647
31.01.2014,S_3,RG_48,fact,61.96875,35.25,0.919425359,0.384449517,17,246,NULL,0.999684037
31.01.2014,S_3,RG_49,fact,121.9257607,35.25,0.930578859,0.45074756,17,1099.5,NULL,0.999686128
31.01.2014,S_3,RG_5,fact,55.84422506,35.25,0.932403936,0.436010711,17,1132.5,NULL,0.99968647
31.01.2014,S_3,RG_50,fact,98.76295911,35.25,0.926047676,0.37896971,17,2557.5,NULL,0.999685278
31.01.2014,S_3,RG_51,fact,82.6860428,35.25,0.942658558,0.435862469,17,809.9999999,NULL,0.999688392
31.01.2014,S_3,RG_52,fact,187.5318598,35.25,0.867388759,0.360875154,17,811.4999999,NULL,0.999674285
31.01.2014,S_3,RG_53,fact,4.375,35.25,0.894324853,0.469195138,17,273,NULL,0.999679333
31.01.2014,S_3,RG_54,fact,127.3844813,35.25,0.913373037,0.361553205,17,265.5,NULL,0.999682903
31.01.2014,S_3,RG_55,fact,71.34143814,35.25,0.926783688,0.398226382,17,2214,NULL,0.999685416
31.01.2014,S_3,RG_56,fact,125.5294388,35.25,0.939256327,0.372588659,17,1285.5,NULL,0.999687754
31.01.2014,S_3,RG_57,fact,72.69048943,35.25,0.946207925,0.444934264,17,794.9999999,NULL,0.999689057
31.01.2014,S_3,RG_58,fact,66.36641303,35.25,0.895928396,0.461531731,17,616.5,NULL,0.999679634
31.01.2014,S_3,RG_59,fact,109.6152661,35.25,0.913013868,0.401669032,17,1605,NULL,0.999682836
31.01.2014,S_3,RG_6,fact,21.24596774,35.25,0.902608696,0.373056405,17,138,NULL,0.999680886
31.01.2014,S_3,RG_60,fact,35.84440228,35.25,0.774492234,0.511921254,17,357,NULL,0.999656874
31.01.2014,S_3,RG_61,fact,91.95018481,35.25,0.864831953,0.416330801,17,463.5,NULL,0.999673805
31.01.2014,S_3,RG_62,fact,41.0677535,35.25,0.911912074,0.390880445,17,1129.5,NULL,0.999682629
31.01.2014,S_3,RG_63,fact,118.2093367,35.25,0.935722002,0.358835823,17,926.9999999,NULL,0.999687092
31.01.2014,S_3,RG_64,fact,41.11615614,35.25,0.922596965,0.433844026,17,556.5,NULL,0.999684632
31.01.2014,S_3,RG_65,fact,187.5673,35.25,0.925989368,0.423767897,17,1612.5,NULL,0.999685268
31.01.2014,S_3,RG_66,fact,148.4432355,35.25,0.787411689,0.417190019,17,547.5,NULL,0.999659295
31.01.2014,S_3,RG_67,fact,87.55266623,35.25,0.919774,0.371816821,17,815.9999999,NULL,0.999684103
31.01.2014,S_3,RG_68,fact,2.570967742,35.25,0.870145631,0.466705791,17,286.5,NULL,0.999674801
31.01.2014,S_3,RG_69,fact,62.01352758,35.25,0.962688297,0.383723431,17,583.5,NULL,0.999692146
31.01.2014,S_3,RG_7,fact,96.29659847,35.25,0.916856307,0.38027564,17,591,NULL,0.999683556
31.01.2014,S_3,RG_70,fact,88.00111584,35.25,0.876283619,0.402751234,17,409.5,NULL,0.999675952
31.01.2014,S_3,RG_71,fact,45.68503081,35.25,0.91443662,0.459028037,17,735,NULL,0.999683102
31.01.2014,S_3,RG_72,fact,83.50188696,35.25,0.905801435,0.456681052,17,973.4999999,NULL,0.999681484
31.01.2014,S_3,RG_73,fact,19.32917889,35.25,0.956905158,0.3519664,17,300,NULL,0.999691062
31.01.2014,S_3,RG_74,fact,1.301075269,35.25,0.75,0.481072453,17,121.5,NULL,0.999652284
31.01.2014,S_3,RG_75,fact,78.20067388,35.25,0.8872774,0.459232155,17,1368,NULL,0.999678012
31.01.2014,S_3,RG_76,fact,62.2301791,35.25,0.896881521,0.396102221,17,2520,NULL,0.999679812
31.01.2014,S_3,RG_77,fact,185.325764,35.25,0.851843388,0.30674924,17,561,NULL,0.999671371
31.01.2014,S_3,RG_78,fact,46.88752444,35.25,0.910902978,0.428378874,17,1186.5,NULL,0.99968244
31.01.2014,S_3,RG_79,fact,119.3011953,35.25,0.928869048,0.442341029,17,685.5,NULL,0.999685807
31.01.2014,S_3,RG_8,fact,101.133197,35.25,0.93048241,0.429433075,17,615,NULL,0.99968611
31.01.2014,S_3,RG_80,fact,241.7910791,35.25,0.958692912,0.376417745,17,1951.5,NULL,0.999691397
31.01.2014,S_3,RG_81,fact,128.4228521,35.25,0.889393793,0.469488405,17,2271,NULL,0.999678409
31.01.2014,S_3,RG_82,fact,91.43006118,35.25,0.944913211,0.34091052,17,465,NULL,0.999688814
31.01.2014,S_3,RG_83,fact,63.80934802,35.25,0.897046531,0.467309566,17,639,NULL,0.999679843
31.01.2014,S_3,RG_84,fact,160.3131998,35.25,0.942402081,0.368793049,17,2079,NULL,0.999688344
31.01.2014,S_3,RG_85,fact,47.51908992,35.25,0.904449863,0.438563785,17,708,NULL,0.999681231
31.01.2014,S_3,RG_9,fact,157.0380284,35.25,0.948929778,0.323693571,17,589.5,NULL,0.999689567
31.01.2014,S_4,RG_12,fact,0.725806452,35.25,0.920914875,0.371673865,17,591,NULL,0.997474532
31.01.2014,S_4,RG_14,fact,13.35125448,35.25,0.919774,0.371816821,17,94.49999999,NULL,0.997472821
31.01.2014,S_4,RG_33,fact,5.564516129,35.25,0.768780689,0.369217804,17,3244.5,NULL,0.997246428
31.01.2014,S_4,RG_35,fact,210.7718894,35.25,0.918623482,0.408289097,17,1210.5,NULL,0.997471096
31.01.2014,S_4,RG_36,fact,19.63709677,35.25,0.919774,0.371816821,17,6621,NULL,0.997472821
31.01.2014,S_4,RG_38,fact,14.73502304,35.25,0.940376404,0.386496113,17,782.9999999,NULL,0.997503712
31.01.2014,S_4,RG_39,fact,7.634408602,35.25,0.93254078,0.405165307,17,1846.5,NULL,0.997491963
31.01.2014,S_4,RG_43,fact,9.838709677,35.25,0.935465811,0.42003295,17,1740,NULL,0.997496349
31.01.2014,S_4,RG_5,fact,0.241935484,35.25,0.920914875,0.371673865,17,1132.5,NULL,0.997474532
31.01.2014,S_4,RG_50,fact,0.779569892,35.25,0.926047676,0.37896971,17,2557.5,NULL,0.997482228
31.01.2014,S_4,RG_55,fact,88.17204301,35.25,0.926783688,0.398226382,17,2214,NULL,0.997483331
31.01.2014,S_4,RG_56,fact,386.2211982,35.25,0.939256327,0.372588659,17,1285.5,NULL,0.997502032
31.01.2014,S_4,RG_62,fact,17.58064516,35.25,0.920914875,0.371673865,17,1129.5,NULL,0.997474532
31.01.2014,S_4,RG_63,fact,5.725806452,35.25,0.920914875,0.371673865,17,926.9999999,NULL,0.997474532
31.01.2014,S_4,RG_67,fact,35.88709677,35.25,0.920914875,0.371673865,17,815.9999999,NULL,0.997474532
31.01.2014,S_4,RG_75,fact,8.225806452,35.25,0.920914875,0.371673865,17,1368,NULL,0.997474532
31.01.2014,S_4,RG_81,fact,87.68975332,35.25,0.889393793,0.469488405,17,2271,NULL,0.99742727
31.01.2014,S_4,RG_84,fact,58.19892473,35.25,0.942402081,0.368793049,17,2079,NULL,0.997506749
31.01.2014,S_4,RG_9,fact,22.98387097,35.25,0.920914875,0.371673865,17,589.5,NULL,0.997474532
31.01.2014,S_5,RG_1,fact,20.52460085,35.25,0.919774,0.371816821,17,926.9999999,NULL,0.997472821
31.01.2014,S_5,RG_10,fact,33.14516129,35.25,0.936046512,0.480117026,17,249,NULL,0.99749722
31.01.2014,S_5,RG_12,fact,6.554054054,35.25,0.911939706,0.456970146,17,591,NULL,0.997461075
31.01.2014,S_5,RG_13,fact,3.790322581,35.25,0.839506173,0.444996571,17,252,NULL,0.997352471
31.01.2014,S_5,RG_14,fact,4.776187024,35.25,0.919774,0.371816821,17,94.49999999,NULL,0.997472821
31.01.2014,S_5,RG_16,fact,13.51906158,35.25,0.920566908,0.414553599,17,600,NULL,0.99747401
31.01.2014,S_5,RG_17,fact,5.551075269,35.25,0.915641909,0.512482884,17,393,NULL,0.997466626
31.01.2014,S_5,RG_19,fact,3.257488479,35.25,0.894022568,0.407277757,17,1935,NULL,0.997434211
31.01.2014,S_5,RG_2,fact,2.661290323,35.25,0.910051737,0.394685082,17,1210.5,NULL,0.997458244
31.01.2014,S_5,RG_20,fact,18.51478495,35.25,0.953730857,0.415400015,17,447,NULL,0.997523735
31.01.2014,S_5,RG_21,fact,15.30849974,35.25,0.837316885,0.395067968,17,3483,NULL,0.997349188
31.01.2014,S_5,RG_22,fact,9.556451613,35.25,0.930181818,0.407850924,17,156,NULL,0.997488426
31.01.2014,S_5,RG_23,fact,11.93324373,35.25,0.901718213,0.454448936,17,604.5,NULL,0.997445749
31.01.2014,S_5,RG_25,fact,5.677419355,35.25,0.929506934,0.473155615,17,477,NULL,0.997487414
31.01.2014,S_5,RG_26,fact,13.05645161,35.25,0.942889777,0.397124112,17,1246.5,NULL,0.99750748
31.01.2014,S_5,RG_27,fact,79.84879032,35.25,NULL,NULL,17,10.5,NULL,NULL
31.01.2014,S_5,RG_29,fact,13.59801489,35.25,0.943077803,0.385890802,17,625.5,NULL,0.997507762
31.01.2014,S_5,RG_3,fact,22.90175953,35.25,0.875611746,0.331336273,17,487.5,NULL,0.997406606
31.01.2014,S_5,RG_30,fact,2.274193548,35.25,0.904648956,0.471175898,17,504,NULL,0.997450143
31.01.2014,S_5,RG_33,fact,87.8245476,35.25,0.768780689,0.369217804,17,3244.5,NULL,0.997246428
31.01.2014,S_5,RG_34,fact,15.67540323,35.25,0.917391304,0.467891651,17,349.5,NULL,0.997469249
31.01.2014,S_5,RG_35,fact,11.890681,35.25,0.918623482,0.408289097,17,1210.5,NULL,0.997471096
31.01.2014,S_5,RG_36,fact,83.01395782,35.25,0.919774,0.371816821,17,6621,NULL,0.997472821
31.01.2014,S_5,RG_37,fact,5.456989247,35.25,NULL,NULL,17,117,NULL,NULL
31.01.2014,S_5,RG_38,fact,45.25300443,35.25,0.940376404,0.386496113,17,782.9999999,NULL,0.997503712
31.01.2014,S_5,RG_39,fact,21.6065643,35.25,0.93254078,0.405165307,17,1846.5,NULL,0.997491963
31.01.2014,S_5,RG_4,fact,13.80498534,35.25,0.926078029,0.459963198,17,603,NULL,0.997482273
31.01.2014,S_5,RG_40,fact,21.96847507,35.25,0.955510617,0.316751486,17,94.49999999,NULL,0.997526403
31.01.2014,S_5,RG_41,fact,8.877688172,35.25,0.936691113,0.456423163,17,755.9999999,NULL,0.997498186
31.01.2014,S_5,RG_42,fact,67.90582726,35.25,0.954431569,0.369553891,17,747,NULL,0.997524785
31.01.2014,S_5,RG_43,fact,24.97142494,35.25,0.935465811,0.42003295,17,1740,NULL,0.997496349
31.01.2014,S_5,RG_44,fact,6.155473295,35.25,0.889838557,0.419710125,17,469.5,NULL,0.997427937
31.01.2014,S_5,RG_45,fact,7.862903226,35.25,0.845503553,0.478604814,17,706.5,NULL,0.997361463
31.01.2014,S_5,RG_46,fact,5.271260997,35.25,0.882510013,0.447918674,17,573,NULL,0.997416949
31.01.2014,S_5,RG_47,fact,40.3789351,35.25,0.944021613,0.351025904,17,1365,NULL,0.997509177
31.01.2014,S_5,RG_48,fact,13.11120543,35.25,0.919425359,0.384449517,17,246,NULL,0.997472298
31.01.2014,S_5,RG_49,fact,16.71774194,35.25,0.930578859,0.45074756,17,1099.5,NULL,0.997489022
31.01.2014,S_5,RG_5,fact,35.24193548,35.25,0.932403936,0.436010711,17,1132.5,NULL,0.997491758
31.01.2014,S_5,RG_50,fact,38.93458225,35.25,0.926047676,0.37896971,17,2557.5,NULL,0.997482228
31.01.2014,S_5,RG_51,fact,8.859020311,35.25,0.942658558,0.435862469,17,809.9999999,NULL,0.997507133
31.01.2014,S_5,RG_52,fact,9.661290323,35.25,0.867388759,0.360875154,17,811.4999999,NULL,0.997394277
31.01.2014,S_5,RG_53,fact,1.064516129,35.25,NULL,NULL,17,273,NULL,NULL
31.01.2014,S_5,RG_54,fact,20.08669355,35.25,0.913373037,0.361553205,17,265.5,NULL,0.997463224
31.01.2014,S_5,RG_55,fact,18.9516129,35.25,0.926783688,0.398226382,17,2214,NULL,0.997483331
31.01.2014,S_5,RG_56,fact,17.66852771,35.25,0.939256327,0.372588659,17,1285.5,NULL,0.997502032
31.01.2014,S_5,RG_57,fact,23.62719941,35.25,0.946207925,0.444934264,17,794.9999999,NULL,0.997512455
31.01.2014,S_5,RG_58,fact,10.94758065,35.25,0.895928396,0.461531731,17,616.5,NULL,0.997437068
31.01.2014,S_5,RG_59,fact,7.784380306,35.25,0.913013868,0.401669032,17,1605,NULL,0.997462685
31.01.2014,S_5,RG_6,fact,8.326612903,35.25,0.902608696,0.373056405,17,138,NULL,0.997447084
31.01.2014,S_5,RG_60,fact,4.487327189,35.25,0.774492234,0.511921254,17,357,NULL,0.997254992
31.01.2014,S_5,RG_61,fact,11.26344086,35.25,0.864831953,0.416330801,17,463.5,NULL,0.997390443
31.01.2014,S_5,RG_62,fact,21.63662239,35.25,0.911912074,0.390880445,17,1129.5,NULL,0.997461033
31.01.2014,S_5,RG_63,fact,36.48283039,35.25,0.935722002,0.358835823,17,926.9999999,NULL,0.997496733
31.01.2014,S_5,RG_64,fact,15.10645161,35.25,0.922596965,0.433844026,17,556.5,NULL,0.997477054
31.01.2014,S_5,RG_65,fact,4.633064516,35.25,0.925989368,0.423767897,17,1612.5,NULL,0.99748214
31.01.2014,S_5,RG_66,fact,10.39406158,35.25,0.787411689,0.417190019,17,547.5,NULL,0.997274363
31.01.2014,S_5,RG_67,fact,8.216845878,35.25,0.919774,0.371816821,17,815.9999999,NULL,0.997472821
31.01.2014,S_5,RG_69,fact,10.58064516,35.25,0.962688297,0.383723431,17,583.5,NULL,0.997537165
31.01.2014,S_5,RG_7,fact,25.99774944,35.25,0.916856307,0.38027564,17,591,NULL,0.997468447
31.01.2014,S_5,RG_70,fact,15.72043011,35.25,0.876283619,0.402751234,17,409.5,NULL,0.997407614
31.01.2014,S_5,RG_71,fact,6.904121864,35.25,0.91443662,0.459028037,17,735,NULL,0.997464819
31.01.2014,S_5,RG_72,fact,4.032258065,35.25,0.905801435,0.456681052,17,973.4999999,NULL,0.997451871
31.01.2014,S_5,RG_73,fact,30.98490048,35.25,0.956905158,0.3519664,17,300,NULL,0.997528494
31.01.2014,S_5,RG_75,fact,20.73732719,35.25,0.8872774,0.459232155,17,1368,NULL,0.997424097
31.01.2014,S_5,RG_76,fact,15.26740238,35.25,0.896881521,0.396102221,17,2520,NULL,0.997438497
31.01.2014,S_5,RG_77,fact,69.84713529,35.25,0.851843388,0.30674924,17,561,NULL,0.997370969
31.01.2014,S_5,RG_78,fact,47.17556544,35.25,0.910902978,0.428378874,17,1186.5,NULL,0.99745952
31.01.2014,S_5,RG_79,fact,2.231182796,35.25,0.928869048,0.442341029,17,685.5,NULL,0.997486458
31.01.2014,S_5,RG_8,fact,4.801075269,35.25,0.93048241,0.429433075,17,615,NULL,0.997488877
31.01.2014,S_5,RG_80,fact,21.81309298,35.25,0.958692912,0.376417745,17,1951.5,NULL,0.997531175
31.01.2014,S_5,RG_81,fact,13.82846556,35.25,0.889393793,0.469488405,17,2271,NULL,0.99742727
31.01.2014,S_5,RG_82,fact,31.72580645,35.25,0.944913211,0.34091052,17,465,NULL,0.997510514
31.01.2014,S_5,RG_83,fact,13.93241167,35.25,0.897046531,0.467309566,17,639,NULL,0.997438745
31.01.2014,S_5,RG_84,fact,22.45276498,35.25,0.942402081,0.368793049,17,2079,NULL,0.997506749
31.01.2014,S_5,RG_85,fact,20.78445748,35.25,0.904449863,0.438563785,17,708,NULL,0.997449845
31.01.2014,S_5,RG_9,fact,49.43145161,35.25,0.948929778,0.323693571,17,589.5,NULL,0.997516536
28.02.2014,S_1,RG_1,fact,21.84597781,36.05,0.919774,0.371816821,20,932.9999999,NULL,0.998736411
28.02.2014,S_1,RG_10,fact,11.92096787,36.05,0.92640108,0.472814001,20,249,NULL,0.998741379
28.02.2014,S_1,RG_11,fact,46.8452381,36.05,NULL,NULL,20,31.5,NULL,NULL
28.02.2014,S_1,RG_12,fact,12.30683883,36.05,0.909596929,0.462017587,20,597,NULL,0.998728781
28.02.2014,S_1,RG_13,fact,3.727832512,36.05,0.892638037,0.464690034,20,250.5,NULL,0.998716067
28.02.2014,S_1,RG_14,fact,12.50909828,36.05,0.919774,0.371816821,20,97.49999999,NULL,0.998736411
28.02.2014,S_1,RG_15,fact,11.10426267,36.05,0.945977011,0.396739365,20,138,NULL,0.998756054
28.02.2014,S_1,RG_16,fact,12.60129698,36.05,0.922444373,0.426592768,20,604.5,NULL,0.998738413
28.02.2014,S_1,RG_17,fact,8.801020408,36.05,0.913986355,0.508241083,20,394.5,NULL,0.998732072
28.02.2014,S_1,RG_18,fact,11.82260921,36.05,0.872566372,0.483108216,20,373.5,NULL,0.99870102
28.02.2014,S_1,RG_19,fact,8.809989679,36.05,0.923144174,0.418948999,20,1941,NULL,0.998738937
28.02.2014,S_1,RG_2,fact,15.09927138,36.05,0.911173975,0.408191316,20,1206,NULL,0.998729963
28.02.2014,S_1,RG_20,fact,14.70512871,36.05,0.954243192,0.438207754,20,448.5,NULL,0.998762251
28.02.2014,S_1,RG_21,fact,10.91557341,36.05,0.870500468,0.407632385,20,3564,NULL,0.998699471
28.02.2014,S_1,RG_22,fact,14.60902903,36.05,0.941910192,0.419445324,20,156,NULL,0.998753006
28.02.2014,S_1,RG_23,fact,10.75093447,36.05,0.907262189,0.466034841,20,618,NULL,0.998727031
28.02.2014,S_1,RG_25,fact,10.90525794,36.05,0.910569106,0.482951879,20,480,NULL,0.99872951
28.02.2014,S_1,RG_26,fact,12.14479233,36.05,0.939535542,0.410577327,20,1248,NULL,0.998751225
28.02.2014,S_1,RG_27,fact,25.84126984,36.05,NULL,NULL,20,10.5,NULL,NULL
28.02.2014,S_1,RG_28,fact,14.32832792,36.05,0.968274112,0.438922939,20,95.99999999,NULL,0.99877277
28.02.2014,S_1,RG_29,fact,23.12038078,36.05,0.943745374,0.398879445,20,681,NULL,0.998754381
28.02.2014,S_1,RG_3,fact,22.86037376,36.05,0.86591195,0.352366829,20,510,NULL,0.998696031
28.02.2014,S_1,RG_30,fact,9.890366861,36.05,0.898960217,0.486282285,20,510,NULL,0.998720807
28.02.2014,S_1,RG_31,fact,1.148809524,36.05,0.664556962,0.520011409,20,142.5,NULL,0.99854508
28.02.2014,S_1,RG_32,fact,11.45,36.05,0.91002045,0.471109495,20,202.5,NULL,0.998729099
28.02.2014,S_1,RG_33,fact,18.48316837,36.05,0.78435518,0.389085023,20,3331.5,NULL,0.99863489
28.02.2014,S_1,RG_34,fact,23.487711,36.05,0.918248945,0.488353024,20,352.5,NULL,0.998735267
28.02.2014,S_1,RG_35,fact,12.2241751,36.05,0.919557851,0.424607977,20,1212,NULL,0.998736249
28.02.2014,S_1,RG_36,fact,27.15637552,36.05,0.919774,0.371816821,20,6730.5,NULL,0.998736411
28.02.2014,S_1,RG_37,fact,39.70956087,36.05,0.934731935,0.430855195,20,117,NULL,0.998747624
28.02.2014,S_1,RG_38,fact,27.52329841,36.05,0.940479925,0.400890715,20,794.9999999,NULL,0.998751933
28.02.2014,S_1,RG_39,fact,12.81953709,36.05,0.929412163,0.417052758,20,1888.5,NULL,0.998743636
28.02.2014,S_1,RG_4,fact,11.10728346,36.05,0.920822102,0.468090817,20,601.5,NULL,0.998737196
28.02.2014,S_1,RG_40,fact,39.98566514,36.05,0.949454906,0.334081467,20,94.49999999,NULL,0.998758662
28.02.2014,S_1,RG_41,fact,20.09944983,36.05,0.927432886,0.463377594,20,761.9999999,NULL,0.998742152
28.02.2014,S_1,RG_42,fact,33.39401581,36.05,0.953286132,0.379368099,20,751.4999999,NULL,0.998761534
28.02.2014,S_1,RG_43,fact,20.6438572,36.05,0.933708451,0.434235386,20,1744.5,NULL,0.998746857
28.02.2014,S_1,RG_44,fact,17.38705059,36.05,0.916507634,0.434424277,20,475.5,NULL,0.998733962
28.02.2014,S_1,RG_45,fact,9.320080652,36.05,0.857695095,0.500772331,20,715.5,NULL,0.998689871
28.02.2014,S_1,RG_46,fact,13.64092664,36.05,0.891285403,0.463311937,20,582,NULL,0.998715053
28.02.2014,S_1,RG_47,fact,22.83931477,36.05,0.943583385,0.359616968,20,1347,NULL,0.99875426
28.02.2014,S_1,RG_48,fact,28.90468358,36.05,0.918695521,0.392489209,20,246,NULL,0.998735602
28.02.2014,S_1,RG_49,fact,12.27620876,36.05,0.93038583,0.484373252,20,1096.5,NULL,0.998744366
28.02.2014,S_1,RG_5,fact,11.532284,36.05,0.935004643,0.455846851,20,1141.5,NULL,0.998747829
28.02.2014,S_1,RG_50,fact,20.43878802,36.05,0.925966249,0.396340005,20,2607,NULL,0.998741053
28.02.2014,S_1,RG_51,fact,19.50607722,36.05,0.934199497,0.44431364,20,814.4999999,NULL,0.998747225
28.02.2014,S_1,RG_52,fact,19.25718362,36.05,0.858505998,0.38633724,20,824.9999999,NULL,0.998690479
28.02.2014,S_1,RG_53,fact,4.769782913,36.05,0.902534113,0.485703343,20,276,NULL,0.998723486
28.02.2014,S_1,RG_54,fact,28.16918792,36.05,0.908600736,0.37132172,20,267,NULL,0.998728034
28.02.2014,S_1,RG_55,fact,16.04230684,36.05,0.919683184,0.405260628,20,2230.5,NULL,0.998736343
28.02.2014,S_1,RG_56,fact,23.81518939,36.05,0.93759542,0.380857721,20,1305,NULL,0.998749771
28.02.2014,S_1,RG_57,fact,19.40242093,36.05,0.94057377,0.453332562,20,796.4999999,NULL,0.998752004
28.02.2014,S_1,RG_58,fact,11.93848116,36.05,0.887381275,0.471739979,20,624,NULL,0.998712126
28.02.2014,S_1,RG_59,fact,11.18765922,36.05,0.913601369,0.417345683,20,1624.5,NULL,0.998731783
28.02.2014,S_1,RG_6,fact,27.20553094,36.05,0.917247387,0.38153359,20,147,NULL,0.998734516
28.02.2014,S_1,RG_60,fact,5.95681751,36.05,0.789749563,0.498690875,20,357,NULL,0.998638934
28.02.2014,S_1,RG_61,fact,11.6467597,36.05,0.871669004,0.4339705,20,469.5,NULL,0.998700347
28.02.2014,S_1,RG_62,fact,20.97770468,36.05,0.90042043,0.402793281,20,1149,NULL,0.998721902
28.02.2014,S_1,RG_63,fact,23.78749267,36.05,0.932000698,0.363756503,20,952.4999999,NULL,0.998745577
28.02.2014,S_1,RG_64,fact,14.42187054,36.05,0.925468904,0.446246014,20,559.5,NULL,0.99874068
28.02.2014,S_1,RG_65,fact,23.42115971,36.05,0.921040698,0.426368824,20,1618.5,NULL,0.99873736
28.02.2014,S_1,RG_66,fact,10.70698644,36.05,0.793402062,0.435235324,20,547.5,NULL,0.998641672
28.02.2014,S_1,RG_67,fact,11.76941417,36.05,0.919774,0.371816821,20,823.4999999,NULL,0.998736411
28.02.2014,S_1,RG_68,fact,8.377538515,36.05,0.862232779,0.492947701,20,309,NULL,0.998693273
28.02.2014,S_1,RG_69,fact,31.5734366,36.05,0.941421676,0.387306272,20,592.5,NULL,0.998752639
28.02.2014,S_1,RG_7,fact,28.65098927,36.05,0.911409503,0.382852944,20,591,NULL,0.99873014
